LOCAL_IDENTIFIER,)Nu,(pJ,0.W$x\,f-y:3,YyQHGbLt,ucN,!Uj,MINDSPIKE_VERSION,1d+,;NC,'uV^b,maT_r,"<(-""=dU",>23d,t[SP,CORRUCYSTIC_DENSITY
3133,-1.0969712720189142,0.5606296324522966,0.35951888153323863,0.5606296324522966,0.2212371057333471,0.7755322931675249,0.2212371057333471,,-1.1883595041939092,jut,0.2534036652162668,corro,0.33312205694220387,-0.05967482488355891,0.8607424252369403,175.5767118351516
3134,-0.7347154680168004,-0.5254702439427305,-0.2578088319655494,-0.5254702439427305,0.17288445299838673,0.4622310835677626,0.17288445299838673,silikon,-2.427304514147309,qou,1.1722701150675998,corruskivi,-0.21390970977517915,0.28670947915413453,-0.77723159758916,166.25022819673947
3135,-0.3337951536676798,0.33487858303730134,-1.1617605033749558,0.33487858303730134,-0.1805014091826091,,,,-0.3450195864635286,qou,0.3279625737248222,satik cyst,0.6523126099391396,-0.23689915398742598,,46.75296454545187
3136,-0.24684750869995473,-0.5019303599454894,-0.6551482687470855,-0.5019303599454894,0.3016999690683999,-0.002026202290488535,0.3016999690683999,silikon,-1.1337614877931015,vel,-0.9306030316612433,corroyi,0.05061084717221441,0.679651047944746,-0.6456423672363373,253.66630014833447
3137,0.31800975242192314,0.030096780752144003,-1.2763775098513865,0.030096780752144003,-0.1822190763267597,-0.14690947581862032,-0.1822190763267597,silikon,0.5630661392671708,jut,0.07865338787519785,satik cyst,0.003720982167529739,0.923678562487863,-0.8548942483532408,277.45772725718007
3138,-0.907816113052729,-0.593983825826547,0.3634489887025038,-0.593983825826547,,-0.3464997600845013,1.7939118880250078,karbon,-1.07298981513062,vel,0.36112075067119986,sfer,0.44333946061989404,0.4355722424298979,0.29003958860208245,-13.989419598749192
3139,-0.7941655357333419,0.24540783494990254,0.19510292445087832,0.24540783494990254,0.9223720036040421,0.10997362243978526,0.9223720036040421,silikon,-0.2760581259368994,kiv,-1.577428083791689,corruskivi,-1.4128565239910302,1.206946697813708,1.3079524481497222,147.06962798185796
3140,-1.668774468914823,1.7216205381559933,-0.3515717139086989,1.7216205381559933,-0.8416308509147679,1.907160785410912,-0.8416308509147679,karbon,-1.5673558425567835,tir,0.5849519458492292,sfer,-0.1825683269386385,-0.6449630904978552,0.6314427695832651,193.032717531643
3141,0.0972265185707593,-0.6660957989957812,0.4894697325922399,-0.6660957989957812,0.45238156967237075,-0.37288019780088133,,,-0.485443471394142,kiv,-0.8543508813344741,corrutir,-0.407565062392071,-1.0342148136938103,-3.408274589327025,127.3173445973855
3142,-1.5533056938628313,0.8987320991123549,0.6905324621511849,0.8987320991123549,1.2902395719696726,0.534210398003939,,karbon,-0.361640345698954,,-0.5249265207803991,sfer,-0.6331863393652334,-0.43540897061808626,-0.2070239606860313,255.1744433778661
3143,1.9447974576027274,-1.174833880079543,0.13839039999997574,-1.174833880079543,-1.277555938800845,-0.86796260994353,-1.277555938800845,kristal,0.7514779061820702,jut,,satik cyst,-1.2958091282504127,0.11355409455776082,0.032534415760436836,517.8137717203281
3144,-0.5960015834924741,1.0271027281855665,2.221203394271961,1.0271027281855665,0.4696578415041355,0.25218660669323817,0.4696578415041355,silikon,1.0888845216085945,qou,0.7848886874941853,corroyi,0.06627473734423478,-0.5904407702032749,0.019259309031212417,53.79860652215738
3145,-3.479335184485998,2.054283077604742,0.0921143797722404,2.054283077604742,,1.7733740626444896,1.9029984495563381,,-1.8737296899320508,qou,0.5302302809521465,corroyi,-0.0069520116407376965,0.35900614818573895,0.7645738078177328,133.16605364742983
3146,0.8737363250169914,-1.4687889187214749,-0.2177509566825414,,-0.6449160216254033,-0.3933398305792701,-0.6449160216254033,silikon,-1.4779097261443845,jut,0.9841895072328554,sfer,0.4263039795961907,-0.3791625334020775,-1.1144053374389629,148.21142153333244
3147,1.693975338266019,,-0.6934054625447792,-1.7580535465047082,-0.9992300560589102,,-0.9992300560589102,karbon,,jut,-0.2702484145565191,corroyi,-0.3040515431141787,-0.3927983030880973,-0.4449984070273579,163.46071065934063
3148,0.18436560863528703,-1.1972448426431992,-0.7194723843379374,-1.1972448426431992,-0.22304246668684535,-0.07451730938465943,-0.22304246668684535,kristal,-2.0470062068059534,qou,0.9431592010001667,pale corru,-0.6251074206936527,-0.008870932289573393,1.133688498098509,320.8472361255287
3149,-1.766968809473005,0.6694088870471047,-2.278946096366978,0.6694088870471047,0.5804944218415373,1.1075837492258984,0.5804944218415373,silikon,-2.0858752661198388,qou,-1.0366555380396318,corro,1.106660417181463,2.010091657789066,-0.6188744551543423,178.51971492188895
3150,-0.4665539311096302,0.7053642305913408,-1.6797453265189957,0.7053642305913408,-0.5401060371086664,0.7213440795775752,-0.5401060371086664,kristal,-0.37731642580720104,tir,2.0872721617936274,,0.2759858494205397,0.12872868073964833,-1.2353339793034797,227.68878372681093
3151,-0.7644022853103006,,1.5091550023564175,,1.6446117994235583,-0.4069868542668288,1.6446117994235583,karbon,-2.188713841456477,qou,,corro,,0.23860901917157276,0.21816516260351151,261.0098820386926
3152,0.6696193314679904,-0.2513017610030763,-0.379907966540577,-0.2513017610030763,-0.6802451263807011,-0.15159824165110994,-0.6802451263807011,karbon,0.26352685701613876,jut,0.8600850677428203,satik cyst,0.5553796561497687,0.3796100564144805,-0.836187114538325,128.53243807881887
3153,-1.2548989792098781,1.2967866806945951,-0.6616139067611619,1.2967866806945951,0.7909277022856483,0.605122860388168,0.7909277022856483,kristal,0.46902168257560345,tir,0.24192523124011495,sfer,-1.9023977574405293,-0.059243365481110366,-2.312952580784413,229.5999905671837
3154,-0.32748755893593795,0.12913583973178183,-0.4437865345188907,0.12913583973178183,-0.5009489829951346,0.5598909194574428,-0.5009489829951346,karbon,-1.0797651316621428,qou,0.9973807875388303,pale corru,0.33697587229265896,2.024022119775921,-0.1520311925995358,39.276825518388804
3155,-0.14299702503889553,-0.7725151614601742,1.577035053866018,,-0.11406475491266321,0.14413685644281504,-0.11406475491266321,silikon,-1.8777824844251476,jut,-1.5804166621204125,corroyi,0.5961825643704394,-0.7683475837013618,1.0207880226805623,170.89128067274322
3156,-0.22568515368637201,-0.12826223758587924,0.8762125793216632,-0.12826223758587924,0.7067064967198674,-0.23705421379778274,0.7067064967198674,tonga,0.07000055777690184,jut,0.44570914013536694,corruskivi,0.9902995470995242,-1.800770701922636,-0.3411997326932956,264.592912737422
3157,-0.3473154406509186,0.3019595316877105,-0.3285213175002129,0.3019595316877105,-0.10094332921794413,0.3510302634244364,-0.10094332921794413,,-0.34434973369609034,vel,1.7918022135289084,corroyi,1.5483486153175423,,-1.5946196134478658,32.29423326356158
3158,0.7732965498882381,,0.39148074728741494,-0.12023292278347064,-0.38473793239773446,,,kristal,1.0802180343840941,tir,1.6186570063610974,corrutir vel,-0.8438531029683383,-0.009876962244006289,0.13822962143412726,155.03462115433712
3159,-0.43207550250108023,0.5666660250239584,-0.5388112671149939,0.5666660250239584,-0.4986431935660828,0.6630213613643665,-0.4986431935660828,kristal,-0.5071413919319643,,-0.5828707598270517,corro,-1.5384322127590053,-0.0030939757352997236,0.5513420698101469,110.16630085660447
3160,1.6052172041360644,-1.2397661276477996,0.8135517201314261,-1.2397661276477996,-0.3749457124223655,-1.1249574450212063,-0.3749457124223655,,0.9071691206102257,,1.5464163213766773,,0.4739225488098668,-0.0617882247369549,0.3955945393626759,86.37632753764508
3161,-0.7634122216935945,0.13767834343685126,1.4137833102813264,0.13767834343685126,1.3049665168513473,-0.14254979067304396,1.3049665168513473,silikon,0.03657314309361781,vel,0.04946640801403769,,1.1556451227255498,1.8392610401248906,-0.1465581539678684,
3162,,0.49475460866552545,-0.8097548489384837,0.49475460866552545,-0.17671465456934005,0.44503160677104814,-0.17671465456934005,silikon,-0.19151135720556584,jut,-0.001105643191139678,pale corru,-0.02995599310177852,-1.7868810984816257,0.8432824041970381,161.40459127679227
3163,-0.7890684933035851,0.8808275287659382,-1.1733265951333882,0.8808275287659382,-0.8226540254602647,1.1522746448313428,,silikon,-1.1083743063745082,,2.3099384512793733,satik cyst,-0.010759319017834907,0.2450802117992224,1.4442150075188145,
3164,-2.684337540317741,1.087040367348759,-0.44401422642379157,1.087040367348759,1.0343360058072966,1.597161251014427,1.0343360058072966,kristal,-2.8636745720807224,vel,-1.3545044901415404,,-1.6695292356733684,1.127561291573993,,155.5476716579697
3165,3.3388606687275155,-2.9536958129949693,0.14425352228204003,-2.9536958129949693,-0.6640709706553296,,-0.6640709706553296,silikon,1.3297775342966476,qou,0.08486545836110417,satik cyst,0.33078380653823597,0.685619374218483,0.312865651490911,-17.991093723724177
3166,-0.822273527302373,,-0.9348855826603492,0.0284408527409184,1.5809440077850612,-0.261353967081056,1.5809440077850612,silikon,0.02102068671662327,jut,0.963889541187167,sfer,0.2974518022780548,-0.9491295491827243,0.6406338525487513,217.04914870200864
3167,2.828254223766867,-2.181466065029458,-0.03564148229748357,-2.181466065029458,-1.69633844147774,-1.378807073054829,-1.69633844147774,tonga,0.4080308624906355,vel,1.1647393544571714,corrutir,-1.6151318159055095,-0.7345915767980492,-0.810252437014381,35.0579358161459
3168,-2.1966197671456262,1.5761477118751703,0.7864062119958165,1.5761477118751703,0.5327856017536515,1.522228368974834,0.5327856017536515,silikon,-1.440433935365414,qou,-2.83303029014274,satik cyst,-0.5595462852894689,1.359189494164025,0.7605061195841426,124.48813626109036
3169,-1.2295479696971634,0.17478753886939835,0.6636544746612901,0.17478753886939835,0.3539840865590378,0.7859764263448584,0.3539840865590378,silikon,-2.045296397698795,jut,-0.7910622181337352,satik cyst,1.3864040983763448,-0.4446538390520206,0.9873499719338419,399.13927948645727
3170,-0.7189324500898714,,1.0348609228849037,-0.27931937294475595,1.0636360391593032,-0.057417496954172725,,,-0.9098652038533693,kiv,0.2723930408947644,sfer,1.158073934940313,0.12412645449871933,-1.1516885011235098,148.96368010175786
3171,-0.23981994642291563,-0.19775774174021687,0.0981819255132007,-0.19775774174021687,-0.11244311342868923,0.24797266919274072,-0.11244311342868923,,-1.035594314202544,jut,-0.016259922350276696,corroyi,-0.5330168942138286,-1.7740300267403895,0.8238006032644509,10.74935387211566
3172,,-0.14789837859008304,1.3054367586903781,-0.14789837859008304,0.5064120564458547,-0.23745177147096563,0.5064120564458547,silikon,0.1302009651396988,qou,-1.643742838040267,satik cyst,-0.7295548925823748,1.5037421743675818,-0.9102986692685693,72.14300801612724
3173,-0.5551614231585826,0.5920327947742422,-1.6521023316929349,0.5920327947742422,-0.38465594153639115,0.6963337142951406,-0.38465594153639115,tonga,-0.6067095684538476,vel,1.446822840111534,sfer,-0.7626229164355202,0.2439861879976468,0.19192200503611323,127.84338402640056
3174,-0.4608751824033253,-0.35810648126774414,,-0.35810648126774414,0.36236250699205885,0.14073322121694787,0.36236250699205885,silikon,-1.2819678904236942,qou,0.01347690818295969,black corru,0.06451627973068205,0.21923413345895676,-1.2582349268467283,130.25643533099168
3175,0.8813603206066958,-0.6899626047798596,-1.3943790763682253,-0.6899626047798596,-0.7271245059912368,,-0.7271245059912368,karbon,-0.12071592159872896,jut,-0.2225231073846421,black corru,-0.44935241501911805,-0.42579507888138557,1.450452498019211,77.12794568437512
3176,,0.9643919919788102,-2.154147212374176,0.9643919919788102,2.0499764510040075,0.11070572121037679,2.0499764510040075,kristal,0.5918156520177944,jut,-0.5528881057796559,corroyi,-0.143926905056081,0.46612397601544425,0.17932594781141353,94.38007033037483
3177,0.18672570808261993,,1.203987828696194,0.13259999328399996,,0.042866132657641824,-0.31935667106773835,kristal,0.29719799597722585,tir,1.3062989778081096,corro,-0.3691875014159638,0.09340381326922104,1.0291669918996516,105.51099044542403
3178,-0.5731292844350142,,0.18854085290726794,1.5944995785673552,,0.5494997523824765,-0.026028963122724957,silikon,1.6136443487637435,jut,0.6187613053042638,satik cyst,0.3537978694072974,-0.028464320775719643,-0.3329888498540914,45.47586494187651
3179,,0.876251245840949,1.1070579280982606,0.876251245840949,-1.6096599725548164,1.21597727692973,-1.6096599725548164,tonga,-0.9125392134594912,kiv,1.4735553270070576,corrutir,-0.6246675936871589,-0.16066937091574646,-0.980233691545045,57.76157001634202
3180,-0.45497645947457427,-0.8768330348376923,0.5226374659113174,-0.8768330348376923,1.3178414616153469,-0.4450410648308284,1.3178414616153469,kristal,-1.1213071358803293,qou,-1.7694568645460442,black corru,-1.8257927248219978,0.5176024191938502,0.20248135025991074,15.708224305609003
3181,2.1923105424896994,-1.9016092741270039,,-1.9016092741270039,-1.2479242619758841,-1.117794147423723,-1.2479242619758841,silikon,0.005511547847714682,jut,0.8465134976813797,corrutir,2.34573758867286,,0.8782101975257983,42.894648460572405
3182,-0.31209193561541293,0.6865305336960675,0.5871143970709833,0.6865305336960675,-0.6233066921859057,0.6453088254255838,-0.6233066921859057,silikon,-0.15933293725659048,qou,0.7563112906894081,corroyi,0.1601108906395973,-0.5068873498672227,1.3719520506791563,
3183,0.23223361891423278,-0.28371238557471956,-0.16854729531171597,-0.28371238557471956,-0.12954614566813316,-0.1238599152779342,-0.12954614566813316,tonga,-0.14793677730076088,tir,0.730017066254879,corrutir,1.3442789679713896,-0.15321079690390557,0.788640395645131,179.4912639501287
3184,0.13449081130851098,-0.14923425494316428,0.8897490428140682,-0.14923425494316428,-0.39930094451839726,0.11782483706484133,-0.39930094451839726,kristal,-0.43226538990592983,qou,,satik cyst,0.5136373890002042,0.040321210739587866,1.237130707788697,257.9582744436839
3185,0.28518315726316856,-0.19868939076299313,-0.31339264714105936,-0.19868939076299313,0.13444574206219323,-0.3159187659755136,0.13444574206219323,silikon,,vel,,black corru,-0.3000105032107848,0.18177547125218899,-0.27078013853320304,203.83329635793385
3186,0.0703053340566857,-0.8558204108737122,-1.4175499261727482,-0.8558204108737122,,-0.36928812895480523,0.46772369444884,kristal,-0.8780549796653623,qou,0.12493166248506307,pale corru,0.7285366691722329,-0.10690461003922304,,74.35226463580835
3187,1.0897138979847882,-0.636342095420269,0.3542121213398808,-0.636342095420269,-0.8716016701235412,-0.39459302788862555,-0.8716016701235412,kristal,0.2816875216959148,kiv,0.08961414921432452,sfer,,-0.4521711711441537,0.7166086823811707,101.97837408105237
3188,2.4164544828160968,,1.4830467283468962,-1.5088011697380546,-1.4682062161167457,-1.1501991689774689,-1.4682062161167457,silikon,0.9809624973365096,kiv,0.8997622026815106,,1.820708589924369,0.4384495075702696,,107.67121686150628
3189,0.5632304993832209,-1.4052626417747955,1.085671909183638,-1.4052626417747955,-0.10698095999237955,,-0.10698095999237955,,-1.4408988390435955,tir,-0.5218655165517466,satik cyst,,-0.9346089125902313,1.1961502215261264,94.32953462843427
3190,-0.21653229852027972,0.26993352420841976,-0.41069299586421504,0.26993352420841976,-0.1056606789897443,0.24761104006330206,-0.1056606789897443,kristal,-0.11352836097949365,qou,-1.6094141434174631,black corru,1.4397357460414526,1.3658704330648481,-0.8773425286979435,97.41068127934794
3191,,-0.15447854211783746,0.07733143360194851,-0.15447854211783746,-0.6972070596709418,-0.1334767392992495,,karbon,0.4120484943385786,jut,-1.8572540966327156,sfer,0.37332211616271477,0.35715771441462,-0.8169969189546817,
3192,-0.9034434849316034,0.863768492302196,0.24443012292350927,0.863768492302196,-1.1426740223596075,1.4293386375516473,-1.1426740223596075,tonga,-1.7674681871523488,qou,,,-0.8553872896013935,0.797976081946745,,-27.714249315425654
3193,0.6263776074839196,-1.0099618583871768,1.6069490583602848,-1.0099618583871768,0.49723041269117957,-0.838729545964288,0.49723041269117957,karbon,0.1274750020479523,kiv,0.0896912683968518,corroyi,-0.9022323210162363,-0.6465635367215421,,216.32834051880312
3194,-2.4377539662863263,0.7486609782957212,0.21330815986899987,0.7486609782957212,0.9494923606444001,1.4331901891679035,0.9494923606444001,kristal,-3.0283243281954304,jut,-0.04856011481956304,corro,0.4477013478651016,0.7636425838823355,1.618010572954878,169.97923137379084
3195,1.3137441438658675,-0.10389451304317077,1.767151576532515,-0.10389451304317077,-0.7671516216145235,-0.6093750284336247,-0.7671516216145235,,1.8890275941800763,jut,-0.6637485849858159,corro,0.5084545337575207,-0.5073594518946526,0.6266134652100049,101.97158724274198
3196,-0.8717137470024942,0.098890882048416,0.31103847886044533,0.098890882048416,1.9133741102402297,-0.4120331446275707,1.9133741102402297,kristal,0.422959107532055,jut,-1.2418463098073946,sfer,0.036484964876741605,0.7719435319830292,1.682892036833682,-14.142749440204424
3197,-1.8568116344335286,1.1886262045984843,0.47799788050219505,1.1886262045984843,0.5357049263415723,1.2302224490576907,,kristal,-1.3838314784824086,tir,-0.1887495313065819,sfer,0.32720233994811504,-1.2805830723459164,-0.03596480753921297,84.010782653168
3198,-1.097884293392421,-0.8051234250844581,-0.9649072554094067,-0.8051234250844581,2.031523034256556,,2.031523034256556,tonga,-1.616802020436293,vel,0.7192706415763885,corroyi,1.6807856528642038,0.9831402277945873,0.783741480163779,-29.193687939470212
3199,0.03860209697435427,-0.7923043294217849,1.0254167734547515,-0.7923043294217849,-0.21228970164522837,0.05509190288646726,,silikon,-1.617635873735653,vel,-1.388400721738103,corro,,-0.38870537705931235,0.2503974539040077,228.50552733560588
3200,-1.2086365168348732,0.7011215672835127,-1.9663565893760018,0.7011215672835127,0.2520210344196394,0.8536286107892911,0.2520210344196394,karbon,-1.1460921190619104,qou,-1.1032083657216831,corro,2.056207129940322,-0.221253623585772,-0.27681329988892067,36.12709425915062
3201,0.5137825632183666,-0.8017371319695608,0.8649601573119583,-0.8017371319695608,,-0.16214824101222125,-0.492915914585966,karbon,-0.8861549024344153,kiv,-0.5503960239275447,black corru,,-0.09458618601147739,1.5934615183676597,224.38734068448778
3202,0.38493834532407895,-1.2623642123313692,-1.3333795960353827,-1.2623642123313692,0.46859871287048244,-0.6408637948045245,0.46859871287048244,ERROR,-0.9156967952909252,tir,0.630305916457426,black corru,,1.005731653060738,-0.08362968483892229,208.8991920515857
3203,0.6088883237459347,-1.532243819349167,0.7157199979820099,-1.532243819349167,-0.4441698965255763,,-0.4441698965255763,,-1.9610217038856208,kiv,-0.5740654749558857,corruskivi,-0.22285512817611416,-0.17798901834030073,-1.7302061926014543,187.860741283616
3204,1.2735049804820981,-0.9238523602709845,-0.2769982782184861,-0.9238523602709845,-0.9214415727867684,-0.5262883339139138,-0.9214415727867684,ERROR,0.10939911072743758,vel,-1.2976733774262303,corro,0.6776527628788099,1.1870631018545859,0.7633321886413862,-38.48606458020171
3205,-0.6220619615192474,-0.45193256184544917,0.6467442566802395,-0.45193256184544917,0.10191951133332044,0.4169119725023907,0.10191951133332044,,-2.1194053644419784,tir,-0.26177575998995506,sfer,0.741836568436023,-0.6438856564803225,-0.48882393940323227,362.21217738149926
3206,-2.569456021666365,0.44572109804280313,2.0252842086214446,0.44572109804280313,2.4843841292503965,0.6303562259362551,2.4843841292503965,kristal,-2.1118800356039213,qou,-1.4320196312208788,satik cyst,0.6063215333663162,-0.6144154802612122,-0.16913496067196493,220.77910828341658
3207,,-0.6829129744482095,-1.1040967975257712,-0.6829129744482095,-0.09670352751917777,,-0.09670352751917777,kristal,-1.8455946976219548,qou,0.7495881752037922,corroyi,-0.7199806910209922,0.7545162078604186,-0.9677873217281779,145.86428516917982
3208,1.6721864449274324,-0.8377856049463903,0.1325080968421812,-0.8377856049463903,-0.6753711848346831,-0.9844947722725642,-0.6753711848346831,kristal,1.4521439482731853,,-0.4410238205236087,sfer,-1.8107995783196809,0.2556995380481427,0.42872799329406813,30.75115876701903
3209,-0.16355885290277802,-0.08535394329058821,0.5486635679242884,-0.08535394329058821,,-0.18812702596034928,0.5408256179401594,kristal,0.09781987920105017,jut,0.30182150388690054,,-0.23507627636959563,0.35780453770251874,-0.3990029915132915,253.58273865712755
3210,-0.1534407113938215,0.0455380827962204,0.6170358147042999,0.0455380827962204,0.45479519350649555,-0.13990540573540247,0.45479519350649555,karbon,,qou,1.3937481428301708,corro,-1.0844414964985643,,-0.7651060499114074,59.04070128030603
3211,-0.43643247049615136,-0.9867170849967049,-1.193404531221056,-0.9867170849967049,0.08193147548914237,0.2546132002010772,0.08193147548914237,ERROR,-2.708651571794524,qou,,,0.9570038182638498,-0.608439365977652,-0.20932052325582567,43.689458476354304
3212,1.07095784443915,-0.8888659587599449,1.1534236163030458,-0.8888659587599449,-0.7795842579028016,-0.4451686298428568,-0.7795842579028016,kristal,-0.11967295366530634,vel,-0.12972806581453952,satik cyst,-0.2475342368215263,-0.2709068380565926,0.08228637570581943,22.15166454217858
3213,-1.5840251045253884,1.8624108688091412,1.0053654934549279,1.8624108688091412,1.475141861015065,0.49690238116751106,1.475141861015065,kristal,1.5579104214965769,qou,1.7531772841996365,,-0.888703154671617,-0.22436975130632109,0.6709827062711565,222.94748514825574
3214,1.1939986898338744,0.6870089336425077,-0.17113989043955172,0.6870089336425077,-1.0995676941819952,-0.28240662665202076,-1.0995676941819952,,,qou,-0.16009438338498863,pale corru,-0.26208726259123105,1.287873549934993,-1.6027480313006917,233.0095898486518
3215,-0.3122083028509913,0.24365505468554727,-0.822002520114908,0.24365505468554727,-0.17824994741937022,,-0.17824994741937022,kristal,-0.4617508040638729,,0.36939486101994184,corrutir vel,-0.38789382493422025,0.6819811693226466,1.0917634909166438,33.85407859948463
3216,,0.4764320334524879,0.32133290323025687,0.4764320334524879,-1.3635710964228314,0.6442978343238497,-1.3635710964228314,kristal,-0.2099428650774242,qou,1.3249669393626056,satik cyst,1.8590832548835454,0.4057327684141005,0.6062189844780116,222.67865445973095
3217,0.7873114203758144,-1.5038596740619585,1.7444115694088766,-1.5038596740619585,-0.4683786515355993,-0.42865802332266584,-0.4683786515355993,,-1.5338465937412329,,0.45752908309435003,corro,0.5976005762166136,2.1400665721903325,-0.6934589058787646,77.39202435650873
3218,,-1.560459140977532,-0.47214633397244804,-1.560459140977532,-0.8590619800395054,-0.6306954012455197,-0.8590619800395054,kristal,-0.8846970355142106,vel,-1.9829037666248701,corruskivi,-0.6388887655643724,1.164371303416937,1.0509051689347577,92.1551169419452
3219,-0.22640389826721763,0.43970253425525907,-1.0790360311459615,0.43970253425525907,0.3312665863470977,0.009138115375410021,0.3312665863470977,silikon,0.6813608314340582,qou,0.2256318746131296,sfer,0.33820118647696773,,-0.5829569213210068,85.17770745821555
3220,0.6325710182718688,-0.8989466294706501,0.38197377012161615,-0.8989466294706501,-0.5415932710770525,,-0.5415932710770525,,-0.8532545614764522,jut,-2.3229618783157724,satik cyst,0.8559726967944306,-0.3161767721303763,-0.903312267349522,288.09356426346324
3221,0.04694403055265708,-1.6108362866618897,,-1.6108362866618897,0.6680313572707569,,0.6680313572707569,kristal,-2.090574963956066,vel,-0.8904357529426616,satik cyst,-0.05678859588627712,-0.5642898527190192,-0.5927028229571065,54.40249311242819
3222,-0.5024011896304172,-0.47841954794675484,-0.0876559693176446,-0.47841954794675484,1.2186907766462376,-0.33042607015800046,1.2186907766462376,,-0.6088164027718153,vel,0.04016760220470745,satik cyst,-1.574925586977784,0.19156090354731586,,129.96622510477425
3223,-1.732562704325967,0.8074671893393677,,0.8074671893393677,0.5359483151246516,1.1125543743527664,0.5359483151246516,karbon,-1.8052670820914127,jut,-0.8747475640488016,sfer,-0.9168450045390437,0.16040638964215923,1.173717396445303,
3224,,0.33157055203749264,-0.22435357625705277,0.33157055203749264,,0.6974788767017788,0.16499617878337192,karbon,-1.393353562620955,jut,-0.4587197771077562,corroyi,1.5294805889588572,0.8119510232751415,,178.84906442072807
3225,-0.27834131059697725,-0.5790841433259635,0.039053779799809216,-0.5790841433259635,1.267638365950916,-0.542991777786864,1.267638365950916,kristal,-0.2319082785561325,jut,0.519058575318886,,-1.4013348233754268,-0.1962692309653718,0.3563260542847936,76.71164771134234
3226,1.0924074202227858,,-2.231470566893272,-1.1730641874170107,0.33979030089150547,-1.1276846893315469,0.33979030089150547,kristal,0.6973896771177417,vel,0.21938716533137984,corruskivi,-1.6749168998814623,0.5274942053256129,-0.6890262188087198,96.47349166974314
3227,0.05726030141692659,-1.8990827728402546,,-1.8990827728402546,1.0241810450658386,-0.7324629776144167,1.0241810450658386,kristal,-2.1871919262286363,kiv,,corroyi,-1.2195254723749664,-2.611972276671389,-1.5362080880262603,220.34013217262955
3228,-0.017780741270114683,-0.08049426461787018,0.3321222307673403,-0.08049426461787018,,-0.04010280800099382,0.08672911834473335,silikon,-0.08832164999209102,tir,-0.04388691469953043,black corru,-0.3435009461292719,-0.34251335696040136,-0.5857931482388531,31.33653576043989
3229,,0.5211849131992785,-0.38219315542087207,0.5211849131992785,-1.7870330865926125,1.039428095006724,,kristal,-1.0294573837486358,,-1.568689319970853,satik cyst,-0.6641636599272822,-0.8600502886327924,0.0550119938672743,302.46703252274114
3230,-1.118088320428724,,1.4714513025679976,0.8978882029044801,-1.141349088178576,1.6019338436133075,-1.141349088178576,kristal,-2.1876841623353407,tir,-1.2554175643832894,corrutir vel,0.05450442177395479,,-1.6970198133235157,31.712359639424538
3231,-2.1570217982366837,3.0880404847337686,0.18885297071033535,,-2.1101047740420893,3.101424956926442,-2.1101047740420893,,,jutskin,,sfer,0.21453142447095624,0.9934650991963423,0.07820150500867741,131.6933695994345
3232,0.6142562920779981,-1.1596224174681875,-0.4351933321977932,,-0.5230893440671114,-0.24197429495890624,-0.5230893440671114,silikon,-1.3535032488944685,vel,1.277876521041972,sfer,-0.8747762242543677,-0.3727757944647531,-0.7249141537654967,77.71707166112336
3233,-0.34627952700590703,-0.3390315410628753,0.24441275920999744,-0.3390315410628753,1.0005273626203905,-0.32167825650543885,1.0005273626203905,kristal,-0.2513875961255513,jut,-0.19145071796225072,satik cyst,0.4731928460882289,1.0521812626063627,-1.5973253405227337,
3234,-0.6083444920587437,1.1164141082527905,0.5651972058375297,,-0.7072751481378063,0.9516746880752353,-0.7072751481378063,kristal,-0.1331179636289639,jut,-0.5839537696703713,corroyi,,-0.5698292575910502,0.6734214070919132,
3235,,-0.8249945614533296,0.308786359826396,-0.8249945614533296,-0.014836058066308389,0.21032244241107928,-0.014836058066308389,kristal,-2.216752404787512,jut,0.09132092304193566,sfer,0.3910158348435843,0.43747898928112494,0.7731551623576272,206.4944414511789
3236,0.7187995037622792,-0.8215926109809117,-0.7105208832891297,-0.8215926109809117,0.18440075517035392,-0.7215584323179691,0.18440075517035392,kristal,0.32204441771205783,tir,0.5937778345648093,corro,-1.6357529078954647,0.3918929071994151,-0.08234858235674586,178.11218828994777
3237,-0.46722936286162364,-0.04574279506557849,0.5683259682416303,-0.04574279506557849,-0.059727412445492456,0.40645624070397546,-0.059727412445492456,karbon,-1.2080959223027297,kiv,0.16306498818769666,sfer,1.009386848336672,0.7596181345403424,-0.3343021540350913,181.25311114348673
3238,1.2790266260822485,-0.5841043450611163,1.0601135703303752,-0.5841043450611163,0.07513978673468069,-1.094907643411951,0.07513978673468069,kristal,,qou,-1.5672134208062745,corruskivi,1.0113171466255009,-0.5809743652924408,1.312786971587763,130.66138105693597
3239,-0.42659537159783173,0.07968830132109161,0.7299472837689288,0.07968830132109161,0.2919548301335772,0.1751063284936023,0.2919548301335772,karbon,-0.47927524477423944,vel,-0.008479129900846588,black corru,-2.123533498387461,-0.23517975987238263,0.6177991706454772,205.23167612789106
3240,0.11321077299235353,-1.0252690527998953,1.0761614273528792,-1.0252690527998953,-0.2401271639696267,0.0005365009585227847,-0.2401271639696267,silikon,-1.9105337893983705,qou,-0.8976249758117046,satik cyst,0.8372118583636283,0.0589007933198389,1.5651658481700523,
3241,-0.8222209521110205,-2.3609557763636344,-1.5606220592681193,-2.3609557763636344,2.283485530696046,-0.784037291066436,2.283485530696046,kristal,-3.5699768448644833,vel,0.587569128562994,satik cyst,-0.9668422736216913,-1.5549330781198134,1.0175622662737975,45.57961980174187
